lat,lng,city,state_name,county_name
30.3322,-81.6749,Jacksonville,Florida,Duval
40.7776,-111.9311,Salt Lake City,Utah,Salt Lake
36.1715,-86.7842,Nashville,Tennessee,Davidson
35.8324,-78.6429,Raleigh,North Carolina,Wake
35.1087,-89.9663,Memphis,Tennessee,Shelby
38.1663,-85.6485,Louisville,Kentucky,Jefferson
37.5295,-77.4756,Richmond,Virginia,Richmond
42.9018,-78.8487,Buffalo,New York,Erie
35.4676,-97.5136,Oklahoma City,Oklahoma,Oklahoma
41.1918,-73.1954,Bridgeport,Connecticut,Fairfield
30.0687,-89.9288,New Orleans,Louisiana,Orleans
32.7817,-97.3474,Fort Worth,Texas,Tarrant
41.7661,-72.6834,Hartford,Connecticut,Hartford
32.1541,-110.8787,Tucson,Arizona,Pima
21.3294,-157.8460,Honolulu,Hawaii,Honolulu
26.2252,-98.2467,McAllen,Texas,Hidalgo
41.2627,-96.0529,Omaha,Nebraska,Douglas
31.8476,-106.4300,El Paso,Texas,El Paso
35.1054,-106.6465,Albuquerque,New Mexico,Bernalillo
43.1680,-77.6162,Rochester,New York,Monroe
27.3387,-82.5432,Sarasota,Florida,Sarasota
36.7830,-119.7939,Fresno,California,Fresno
36.1283,-95.9042,Tulsa,Oklahoma,Tulsa
40.5961,-75.4756,Allentown,Pennsylvania,Lehigh
39.7805,-84.2003,Dayton,Ohio,Montgomery
33.5279,-86.7971,Birmingham,Alabama,Jefferson
32.8168,-79.9687,Charleston,South Carolina,Charleston
26.6443,-81.9957,Cape Coral,Florida,Lee
34.0378,-80.9036,Columbia,South Carolina,Richland
37.9722,-122.0016,Concord,California,Contra Costa
38.8674,-104.7605,Colorado Springs,Colorado,El Paso
42.1155,-72.5395,Springfield,Massachusetts,Hampden
35.9692,-83.9496,Knoxville,Tennessee,Knox
30.4420,-91.1311,Baton Rouge,Louisiana,East Baton Rouge
41.2279,-111.9682,Ogden,Utah,Weber
42.9619,-85.6562,Grand Rapids,Michigan,Kent
42.6664,-73.7987,Albany,New York,Albany
35.3529,-119.0359,Bakersfield,California,Kern
33.6096,-117.6551,Mission Viejo,California,Orange
41.3113,-72.9246,New Haven,Connecticut,New Haven
42.2705,-71.8079,Worcester,Massachusetts,Worcester
40.2457,-111.6457,Provo,Utah,Utah
41.0798,-81.5219,Akron,Ohio,Summit
27.9631,-80.6593,Palm Bay,Florida,Brevard
41.5725,-93.6105,Des Moines,Iowa,Polk
33.5719,-117.1909,Murrieta,California,Riverside
33.4015,-111.7178,Mesa,Arizona,Maricopa
40.5834,-74.1496,Staten Island,New York,Richmond
37.6895,-97.3443,Wichita,Kansas,Sedgwick
41.6638,-83.5827,Toledo,Ohio,Lucas
40.2752,-76.8843,Harrisburg,Pennsylvania,Dauphin
27.2796,-80.3884,Port St. Lucie,Florida,St. Lucie
33.7977,-118.1670,Long Beach,California,Los Angeles
39.5497,-119.8483,Reno,Nevada,Washoe
43.0822,-89.3930,Madison,Wisconsin,Dane
34.7256,-92.3577,Little Rock,Arkansas,Pulaski
34.8354,-82.3646,Greenville,South Carolina,Greenville
33.2175,-97.1418,Denton,Texas,Denton
47.6671,-117.4330,Spokane,Washington,Spokane
37.7904,-122.2166,Oakland,California,Alameda
40.0420,-76.3012,Lancaster,Pennsylvania,Lancaster
41.6950,-73.9211,Poughkeepsie,New York,Dutchess
43.6005,-116.2308,Boise,Idaho,Ada
36.1029,-80.2610,Winston-Salem,North Carolina,Forsyth
43.0407,-76.1437,Syracuse,New York,Onondaga
33.3645,-82.0708,Augusta,Georgia,Richmond
37.9765,-121.3109,Stockton,California,San Joaquin
29.5389,-81.2457,Palm Coast,Florida,Flagler
35.0660,-85.2481,Chattanooga,Tennessee,Hamilton
28.3041,-81.4169,Kissimmee,Florida,Osceola
35.9792,-78.9022,Durham,North Carolina,Durham
32.6998,-97.1250,Arlington,Texas,Tarrant
34.5277,-117.3536,Victorville,California,San Bernardino
39.7083,-104.7237,Aurora,Colorado,Arapahoe
37.6375,-121.0028,Modesto,California,Stanislaus
34.6935,-118.1753,Lancaster,California,Los Angeles
36.0714,-94.1661,Fayetteville,Arkansas,Washington
41.4044,-75.6649,Scranton,Pennsylvania,Lackawanna
34.1964,-119.1815,Oxnard,California,Ventura
41.0993,-80.6463,Youngstown,Ohio,Mahoning
33.7346,-116.2346,Indio,California,Riverside
30.4413,-87.1911,Pensacola,Florida,Escambia
33.8390,-117.8574,Anaheim,California,Orange
26.3558,-81.7859,Bonita Springs,Florida,Lee
36.0956,-79.8271,Greensboro,North Carolina,Guilford
34.6981,-86.6412,Huntsville,Alabama,Madison
27.7254,-97.3767,Corpus Christi,Texas,Nueces
41.0888,-85.1436,Fort Wayne,Indiana,Allen
35.0850,-78.9772,Fayetteville,North Carolina,Cumberland
42.2759,-83.7310,Ann Arbor,Michigan,Washtenaw
32.3157,-90.2125,Jackson,Mississippi,Hinds
37.9787,-121.7960,Antioch,California,Contra Costa
30.6782,-88.1162,Mobile,Alabama,Mobile
38.0423,-84.4587,Lexington,Kentucky,Fayette
35.5707,-82.5537,Asheville,North Carolina,Buncombe
40.2237,-74.7641,Trenton,New Jersey,Mercer
38.4458,-122.7067,Santa Rosa,California,Sonoma
33.7367,-117.8819,Santa Ana,California,Orange
42.7142,-84.5601,Lansing,Michigan,Ingham
36.0133,-115.0381,Henderson,Nevada,Clark
44.9478,-93.1039,St. Paul,Minnesota,Ramsey
28.0557,-81.9545,Lakeland,Florida,Polk
40.7245,-74.1725,Newark,New Jersey,Essex
40.5477,-105.0656,Fort Collins,Colorado,Larimer
40.3400,-75.9267,Reading,Pennsylvania,Berks
37.1943,-93.2916,Springfield,Missouri,Greene
33.6772,-117.7738,Irvine,California,Orange
61.1508,-149.1091,Anchorage,Alaska,Anchorage
30.1738,-95.5134,The Woodlands,Texas,Montgomery
41.6767,-86.2696,South Bend,Indiana,St. Joseph
42.2596,-89.0640,Rockford,Illinois,Winnebago
32.0286,-81.1821,Savannah,Georgia,Chatham
40.8099,-96.6784,Lincoln,Nebraska,Lancaster
40.7184,-74.0686,Jersey City,New Jersey,Hudson
42.3791,-88.0811,Round Lake Beach,Illinois,Lake
43.0236,-83.6921,Flint,Michigan,Genesee
32.4653,-93.7955,Shreveport,Louisiana,Caddo
33.0502,-96.7486,Plano,Texas,Collin
33.7094,-78.8844,Myrtle Beach,South Carolina,Horry
41.5565,-90.6053,Davenport,Iowa,Scott
40.8078,-81.3676,Canton,Ohio,Stark
34.4175,-118.4964,Santa Clarita,California,Los Angeles
32.6281,-117.0144,Chula Vista,California,San Diego
44.0564,-123.1174,Eugene,Oregon,Lane
33.2825,-111.8514,Chandler,Arizona,Maricopa
44.9233,-123.0244,Salem,Oregon,Marion
35.3933,-80.6369,Concord,North Carolina,Cabarrus
33.3100,-111.7463,Gilbert,Arizona,Maricopa
32.5100,-84.8771,Columbus,Georgia,Muscogee
18.4382,-67.1537,Aguadilla,Puerto Rico,Aguadilla
33.5657,-101.8879,Lubbock,Texas,Lubbock
36.2883,-115.0888,North Las Vegas,Nevada,Clark
27.7931,-82.6652,St. Petersburg,Florida,Pinellas
30.4551,-84.2527,Tallahassee,Florida,Leon
27.5625,-99.4874,Laredo,Texas,Webb
40.7520,-89.6154,Peoria,Illinois,Peoria
33.3873,-112.3235,Avondale,Arizona,Maricopa
30.2082,-92.0325,Lafayette,Louisiana,Lafayette
32.8583,-96.9702,Irving,Texas,Dallas
32.3482,-86.2668,Montgomery,Alabama,Montgomery
36.3276,-119.3269,Visalia,California,Tulare
33.2016,-96.6670,McKinney,Texas,Collin
34.2099,-77.8866,Wilmington,North Carolina,New Hanover
36.6778,-76.3023,Chesapeake,Virginia,Chesapeake
33.5791,-112.2311,Glendale,Arizona,Maricopa
32.9100,-96.6304,Garland,Texas,Dallas
46.1978,-119.1732,Kennewick,Washington,Benton
28.0118,-81.7014,Winter Haven,Florida,Polk
33.6872,-111.8651,Scottsdale,Arizona,Maricopa
36.8945,-76.2590,Norfolk,Virginia,Norfolk
31.0753,-97.7297,Killeen,Texas,Bell
39.9651,-76.7315,York,Pennsylvania,York
39.3797,-74.4527,Atlantic City,New Jersey,Atlantic
42.7491,-71.4910,Nashua,New Hampshire,Hillsborough
38.8786,-77.1011,Arlington,Virginia,Arlington
25.9975,-97.4580,Brownsville,Texas,Cameron
37.5265,-121.9843,Fremont,California,Alameda
30.4274,-89.0704,Gulfport,Mississippi,Harrison
37.9881,-87.5341,Evansville,Indiana,Vanderburgh
25.8696,-80.3045,Hialeah,Florida,Miami-Dade
30.4174,-86.8907,Navarre,Florida,Santa Rosa
39.5022,-76.3113,Bel Air South,Maryland,Harford
27.0576,-82.1977,North Port,Florida,Sarasota
34.1416,-117.2943,San Bernardino,California,San Bernardino
43.6773,-70.2715,Portland,Maine,Cumberland
36.0091,-115.2278,Enterprise,Nevada,Clark
47.5436,-122.7121,Bremerton,Washington,Kitsap
44.5148,-87.9895,Green Bay,Wisconsin,Brown
44.2780,-88.3892,Appleton,Wisconsin,Outagamie
36.0952,-115.2636,Spring Valley,Nevada,Clark
47.2431,-122.4531,Tacoma,Washington,Pierce
34.9442,-81.9251,Spartanburg,South Carolina,Spartanburg
37.2785,-79.9581,Roanoke,Virginia,Roanoke
29.6804,-82.3459,Gainesville,Florida,Alachua
28.9050,-81.2137,Deltona,Florida,Volusia
42.2749,-85.5882,Kalamazoo,Michigan,Kalamazoo
34.1914,-118.8756,Thousand Oaks,California,Ventura
35.7410,-81.3223,Hickory,North Carolina,Catawba
40.9466,-73.8673,Yonkers,New York,Westchester
33.9244,-117.2045,Moreno Valley,California,Riverside
34.0968,-117.4599,Fontana,California,San Bernardino
30.5852,-96.2959,College Station,Texas,Brazos
46.8651,-96.8292,Fargo,North Dakota,Cass
35.1984,-101.8316,Amarillo,Texas,Potter
41.5495,-72.0882,Norwich,Connecticut,New London
47.0417,-122.8959,Olympia,Washington,Thurston
41.5582,-73.0361,Waterbury,Connecticut,New Haven
36.6883,-121.6317,Salinas,California,Monterey
38.4109,-82.4345,Huntington,West Virginia,Cabell
33.6960,-118.0018,Huntington Beach,California,Orange
36.5692,-87.3413,Clarksville,Tennessee,Montgomery
34.4285,-119.7202,Santa Barbara,California,Santa Barbara
34.1819,-118.2468,Glendale,California,Los Angeles
36.1783,-115.0487,Sunrise Manor,Nevada,Clark
32.6871,-97.0208,Grand Prairie,Texas,Dallas
38.8870,-94.6870,Overland Park,Kansas,Johnson
39.6401,-77.7217,Hagerstown,Maryland,Washington
43.5844,-116.5638,Nampa,Idaho,Canyon
35.2494,-81.1854,Gastonia,North Carolina,Gaston
33.1560,-96.8216,Frisco,Texas,Collin
41.9662,-91.6783,Cedar Rapids,Iowa,Linn
33.7341,-116.9969,Hemet,California,Riverside
36.0872,-115.1355,Paradise,Nevada,Clark
43.5396,-96.7311,Sioux Falls,South Dakota,Minnehaha
45.6366,-122.5967,Vancouver,Washington,Clark
33.7843,-112.2989,Peoria,Arizona,Maricopa
31.5599,-97.1882,Waco,Texas,McLennan
41.4409,-82.1840,Lorain,Ohio,Lorain
42.1167,-80.0733,Erie,Pennsylvania,Erie
37.1051,-76.5185,Newport News,Virginia,Newport News
41.7638,-88.2902,Aurora,Illinois,Kane
26.1412,-80.1464,Fort Lauderdale,Florida,Broward
38.1125,-122.2342,Vallejo,California,Solano
35.8490,-86.4121,Murfreesboro,Tennessee,Rutherford
28.4798,-82.5300,Spring Hill,Florida,Hernando
33.3881,-111.9319,Tempe,Arizona,Maricopa
35.9910,-79.9937,High Point,North Carolina,Guilford
42.3372,-122.8540,Medford,Oregon,Jackson
41.4015,-73.4709,Danbury,Connecticut,Fairfield
38.4161,-121.3842,Elk Grove,California,Sacramento
34.0393,-117.6064,Ontario,California,San Bernardino
39.4337,-77.4141,Frederick,Maryland,Frederick
27.6132,-80.4163,Vero Beach South,Florida,Indian River
29.1780,-82.1511,Ocala,Florida,Marion
33.2247,-117.3083,Oceanside,California,San Diego
34.1247,-117.5667,Rancho Cucamonga,California,San Bernardino
33.7787,-117.9601,Garden Grove,California,Orange
35.7819,-78.8195,Cary,North Carolina,Wake
26.0128,-80.3382,Pembroke Pines,Florida,Broward
18.3794,-66.1635,Bayamón,Puerto Rico,Bayamón
34.5944,-118.1057,Palmdale,California,Los Angeles
42.9848,-71.4447,Manchester,New Hampshire,Hillsborough
40.3991,-86.8593,Lafayette,Indiana,Tippecanoe
36.9789,-122.0346,Santa Cruz,California,Santa Cruz
48.0809,-122.1561,Marysville,Washington,Snohomish
43.2281,-86.2562,Muskegon,Michigan,Muskegon
39.7709,-89.6540,Springfield,Illinois,Sangamon
37.6328,-122.0766,Hayward,California,Alameda
41.6697,-70.9428,New Bedford,Massachusetts,Bristol
38.8185,-77.0861,Alexandria,Virginia,Alexandria
40.9147,-74.1624,Paterson,New Jersey,Passaic
33.8616,-117.5649,Corona,California,Riverside
37.3057,-120.4779,Merced,California,Merced
32.5961,-83.6527,Warner Robins,Georgia,Houston
29.8554,-93.9264,Port Arthur,Texas,Jefferson
32.8065,-83.6974,Macon,Georgia,Bibb
39.1235,-94.7443,Kansas City,Kansas,Wyandotte
39.6977,-105.1172,Lakewood,Colorado,Jefferson
37.3836,-122.0255,Sunnyvale,California,Santa Clara
38.2992,-77.4872,Fredericksburg,Virginia,Fredericksburg
28.7672,-81.8962,Leesburg,Florida,Lake
40.1142,-88.2737,Champaign,Illinois,Champaign
26.0293,-80.1679,Hollywood,Florida,Broward
29.6575,-95.1498,Pasadena,Texas,Harris
34.0585,-117.7626,Pomona,California,Los Angeles
33.1348,-117.0723,Escondido,California,San Diego
41.5188,-88.1499,Joliet,Illinois,Will
30.2010,-93.2111,Lake Charles,Louisiana,Calcasieu
32.7602,-96.5865,Mesquite,Texas,Dallas
34.7821,-82.3032,Mauldin,South Carolina,Greenville
30.1995,-85.6003,Panama City,Florida,Bay
47.5951,-122.1535,Bellevue,Washington,King
41.7480,-88.1659,Naperville,Illinois,DuPage
26.1916,-97.6977,Harlingen,Texas,Cameron
33.2348,-87.5268,Tuscaloosa,Alabama,Tuscaloosa
41.6916,-85.9627,Elkhart,Indiana,Elkhart
33.8346,-118.3416,Torrance,California,Los Angeles
42.1014,-75.9093,Binghamton,New York,Broome
29.5800,-90.7059,Houma,Louisiana,Terrebonne
39.0346,-95.6955,Topeka,Kansas,Shawnee
38.7703,-121.3196,Roseville,California,Placer
38.2583,-122.0335,Fairfield,California,Solano
32.3184,-95.3062,Tyler,Texas,Smith
33.8841,-117.9279,Fullerton,California,Orange
38.2701,-104.6114,Pueblo,Colorado,Pueblo
33.9508,-83.3689,Athens,Georgia,Clarke
34.9333,-120.4431,Santa Maria,California,Santa Barbara
33.6815,-112.4515,Surprise,Arizona,Maricopa
38.3484,-81.6322,Charleston,West Virginia,Kanawha
32.3265,-106.7893,Las Cruces,New Mexico,Doña Ana
29.9977,-90.1780,Metairie,Louisiana,Jefferson
39.9197,-104.9438,Thornton,Colorado,Adams
38.8833,-94.8200,Olathe,Kansas,Johnson
18.4054,-65.9792,Carolina,Puerto Rico,Carolina
34.2902,-83.8294,Gainesville,Georgia,Hall
40.6886,-112.0123,West Valley City,Utah,Salt Lake
33.8038,-117.8218,Orange,California,Orange
42.4934,-83.0270,Warren,Michigan,Macomb
34.1597,-118.1390,Pasadena,California,Los Angeles
30.0849,-94.1451,Beaumont,Texas,Jefferson
36.0760,-79.4685,Burlington,North Carolina,Alamance
37.0551,-76.3630,Hampton,Virginia,Hampton
38.9472,-92.3268,Columbia,Missouri,Boone
32.5995,-114.5491,Yuma,Arizona,Yuma
40.6658,-74.1913,Elizabeth,New Jersey,Union
42.7274,-87.8135,Racine,Wisconsin,Racine
40.4152,-104.7706,Greeley,Colorado,Weld
47.3887,-122.2128,Kent,Washington,King
41.1039,-73.5585,Stamford,Connecticut,Fairfield
31.8801,-102.3448,Odessa,Texas,Ector
40.4757,-88.9703,Bloomington,Illinois,McLean
25.9773,-80.3351,Miramar,Florida,Broward
39.0877,-108.5673,Grand Junction,Colorado,Mesa
42.5809,-83.0305,Sterling Heights,Michigan,Macomb
26.2702,-80.2591,Coral Springs,Florida,Broward
36.3406,-82.3806,Johnson City,Tennessee,Washington
32.9890,-96.8999,Carrollton,Texas,Dallas
32.0243,-102.1147,Midland,Texas,Midland
46.5923,-120.5496,Yakima,Washington,Yakima
48.7548,-122.4690,Bellingham,Washington,Whatcom
39.1357,-121.6383,Yuba City,California,Sutter
42.4614,-83.6526,South Lyon,Michigan,Oakland
37.3646,-121.9680,Santa Clara,California,Santa Clara
37.0758,-113.5752,St. George,Utah,Washington
35.3495,-94.3695,Fort Smith,Arkansas,Sebastian
34.2663,-118.7490,Simi Valley,California,Ventura
39.1610,-75.5202,Dover,Delaware,Kent
35.2335,-97.3471,Norman,Oklahoma,Cleveland
32.4543,-99.7384,Abilene,Texas,Taylor
45.7891,-108.5526,Billings,Montana,Yellowstone
18.0127,-66.6212,Ponce,Puerto Rico,Ponce
26.6120,-81.6388,Lehigh Acres,Florida,Lee
45.5340,-94.1718,St. Cloud,Minnesota,Stearns
18.4491,-66.7387,Arecibo,Puerto Rico,Arecibo
42.5865,-87.8773,Kenosha,Wisconsin,Kenosha
35.5943,-77.3760,Greenville,North Carolina,Pitt
39.8320,-105.1510,Arvada,Colorado,Jefferson
29.5581,-95.3218,Pearland,Texas,Brazoria
39.0871,-94.3501,Independence,Missouri,Jackson
29.4154,-94.9682,Texas City,Texas,Galveston
40.5698,-122.3650,Redding,California,Shasta
37.4003,-79.1909,Lynchburg,Virginia,Lynchburg
40.0248,-105.2524,Boulder,Colorado,Boulder
41.6559,-91.5303,Iowa City,Iowa,Johnson
44.0154,-92.4780,Rochester,Minnesota,Olmsted
37.8722,-122.2760,Berkeley,California,Alameda
38.6085,-76.9194,Waldorf,Maryland,Charles
28.9034,-81.9887,The Villages,Florida,Sumter
46.7756,-92.1393,Duluth,Minnesota,St. Louis
34.0326,-118.1691,East Los Angeles,California,Los Angeles
43.4199,-83.9501,Saginaw,Michigan,Saginaw
36.8278,-119.6830,Clovis,California,Fresno
42.5209,-71.7717,Leominster,Massachusetts,Worcester
30.5270,-97.6642,Round Rock,Texas,Williamson
32.5185,-92.0774,Monroe,Louisiana,Ouachita
42.3759,-71.1185,Cambridge,Massachusetts,Middlesex
27.9790,-82.7623,Clearwater,Florida,Pinellas
36.6224,-121.8199,Seaside,California,Monterey
40.6024,-112.0008,West Jordan,Utah,Salt Lake
32.9716,-96.7093,Richardson,Texas,Dallas
26.7469,-80.1320,West Palm Beach,Florida,Palm Beach
31.1068,-97.3891,Temple,Texas,Bell
44.4876,-73.2316,Burlington,Vermont,Chittenden
37.9477,-122.3389,Richmond,California,Contra Costa
39.8837,-105.0624,Westminster,Colorado,Adams
40.2508,-75.6445,Pottstown,Pennsylvania,Montgomery
27.9367,-82.3000,Brandon,Florida,Hillsborough
34.9415,-81.0241,Rock Hill,South Carolina,York
43.6116,-116.3977,Meridian,Idaho,Ada
47.7040,-116.7936,Coeur d'Alene,Idaho,Kootenai
33.1246,-117.2834,Carlsbad,California,San Diego
42.6389,-71.3217,Lowell,Massachusetts,Middlesex
42.4918,-92.3522,Waterloo,Iowa,Black Hawk
32.9067,-80.0722,North Charleston,South Carolina,Charleston
37.0046,-121.5854,Gilroy,California,Santa Clara
33.9379,-118.1311,Downey,California,Los Angeles
45.5021,-122.4413,Gresham,Oregon,Multnomah
42.0383,-88.3240,Elgin,Illinois,Kane
43.0962,-75.2261,Utica,New York,Oneida
36.0380,-95.7806,Broken Arrow,Oklahoma,Tulsa
33.6667,-117.9135,Costa Mesa,California,Orange
39.7578,-121.8161,Chico,California,Butte
42.4959,-96.3901,Sioux City,Iowa,Woodbury
29.4874,-95.1087,League City,Texas,Galveston
25.9433,-80.2426,Miami Gardens,Florida,Miami-Dade
26.2428,-80.1312,Pompano Beach,Florida,Broward
34.2741,-119.2314,San Buenaventura,California,Ventura
47.9525,-122.1669,Everett,Washington,Snohomish
32.7865,-115.5595,El Centro,California,Imperial
29.5935,-95.6358,Sugar Land,Texas,Fort Bend
34.0739,-118.0291,El Monte,California,Los Angeles
33.0454,-96.9815,Lewisville,Texas,Denton
34.0555,-117.9113,West Covina,California,Los Angeles
33.4928,-117.1315,Temecula,California,Riverside
44.0563,-121.3095,Bend,Oregon,Deschutes
38.3756,-75.5865,Salisbury,Maryland,Wicomico
34.7289,-77.3941,Jacksonville,North Carolina,Onslow
33.9566,-118.3444,Inglewood,California,Los Angeles
42.3127,-83.2130,Dearborn,Michigan,Wayne
39.5926,-104.8673,Centennial,Colorado,Arapahoe
34.1879,-118.3235,Burbank,California,Los Angeles
39.5736,-119.7161,Sparks,Nevada,Washoe
33.9366,-84.3703,Sandy Springs,Georgia,Fulton
39.1637,-86.5257,Bloomington,Indiana,Monroe
41.7399,-111.8422,Logan,Utah,Cache
21.3920,-157.7396,Kailua,Hawaii,Honolulu
32.8017,-116.9604,El Cajon,California,San Diego
45.5273,-122.9360,Hillsboro,Oregon,Washington
33.6273,-84.5800,South Fulton,Georgia,Fulton
47.4784,-122.1918,Renton,Washington,King
30.3751,-90.0904,Mandeville,Louisiana,St. Tammany
37.5522,-122.3121,San Mateo,California,San Mateo
39.2004,-76.8590,Columbia,Maryland,Howard
37.6862,-122.4685,Daly City,California,San Mateo
26.0789,-80.2870,Davie,Florida,Broward
34.0010,-117.4706,Jurupa Valley,California,Riverside
42.0821,-71.0242,Brockton,Massachusetts,Plymouth
40.1686,-105.1005,Longmont,Colorado,Boulder
34.1175,-117.3892,Rialto,California,San Bernardino
18.0827,-67.0460,San Germán,Puerto Rico,San Germán
44.8197,-91.4948,Eau Claire,Wisconsin,Eau Claire
37.5053,-120.8588,Turlock,California,Stanislaus
33.9069,-118.0829,Norwalk,California,Los Angeles
39.5419,-104.9708,Highlands Ranch,Colorado,Douglas
33.1088,-96.6735,Allen,Texas,Collin
33.9072,-98.5291,Wichita Falls,Texas,Wichita
35.2873,-106.6982,Rio Rancho,New Mexico,Sandoval
38.3587,-121.9673,Vacaville,California,Solano
47.6626,-117.2346,Spokane Valley,Washington,Spokane
38.0375,-78.4855,Charlottesville,Virginia,Charlottesville
43.4871,-112.0362,Idaho Falls,Idaho,Bonneville
33.6909,-117.1849,Menifee,California,Riverside
38.9171,-94.3816,Lee's Summit,Missouri,Jackson
42.2506,-71.0187,Quincy,Massachusetts,Norfolk
31.4424,-100.4504,San Angelo,Texas,Tom Green
42.4781,-70.9664,Lynn,Massachusetts,Essex
42.7677,-86.0984,Holland,Michigan,Ottawa
47.3091,-122.3358,Federal Way,Washington,King
37.7927,-121.2264,Manteca,California,San Joaquin
39.9946,-105.0998,Lafayette,Colorado,Boulder
35.6619,-105.9819,Santa Fe,New Mexico,Santa Fe
34.3975,-117.3147,Hesperia,California,San Bernardino
43.8241,-91.2268,La Crosse,Wisconsin,La Crosse
27.8227,-82.3023,Riverview,Florida,Hillsborough
36.5224,-82.5454,Kingsport,Tennessee,Sullivan
26.3196,-98.1597,Edinburg,Texas,Hidalgo
33.1896,-117.2386,Vista,California,San Diego
36.9716,-86.4378,Bowling Green,Kentucky,Warren
39.9650,-86.1460,Carmel,Indiana,Hamilton
32.5193,-94.7622,Longview,Texas,Gregg
37.7269,-121.4523,Tracy,California,San Joaquin
34.5980,-112.3185,Prescott Valley,Arizona,Yavapai
45.4779,-122.8168,Beaverton,Oregon,Washington
43.0580,-70.7826,Portsmouth,New Hampshire,Rockingham
36.8468,-76.3540,Portsmouth,Virginia,Portsmouth
39.9588,-85.9659,Fishers,Indiana,Hamilton
40.2981,-111.6994,Orem,Utah,Utah
40.5709,-111.8506,Sandy,Utah,Salt Lake
26.1547,-80.2997,Sunrise,Florida,Broward
33.1786,-111.5629,San Tan Valley,Arizona,Pinal
33.8930,-118.2274,Compton,California,Los Angeles
38.6017,-121.3845,Arden-Arcade,California,Sacramento
36.3274,-119.6549,Hanford,California,Kings
26.3752,-80.1080,Boca Raton,Florida,Palm Beach
39.5033,-84.3659,Middletown,Ohio,Butler
42.3972,-83.3733,Livonia,Michigan,Wayne
33.8374,-118.2559,Carson,California,Los Angeles
38.9597,-95.2642,Lawrence,Kansas,Douglas
30.2887,-89.7828,Slidell,Louisiana,St. Tammany
37.2300,-80.4279,Blacksburg,Virginia,Montgomery
33.1350,-117.1743,San Marcos,California,San Diego
33.2614,-112.3622,Goodyear,Arizona,Maricopa
35.6689,-97.4160,Edmond,Oklahoma,Oklahoma
18.2003,-67.1397,Mayagüez,Puerto Rico,Mayagüez
41.7136,-71.1015,Fall River,Massachusetts,Bristol
33.9447,-118.1926,South Gate,California,Los Angeles
36.6953,-76.6398,Suffolk,Virginia,Suffolk
39.4660,-87.3751,Terre Haute,Indiana,Vigo
46.8751,-114.0214,Missoula,Montana,Missoula
34.0235,-118.4810,Santa Monica,California,Los Angeles
34.0391,-84.3513,Roswell,Georgia,Fulton
39.4653,-74.9981,Vineland,New Jersey,Cumberland
26.1259,-80.2617,Plantation,Florida,Broward
28.5280,-81.1868,Alafaya,Florida,Orange
47.6970,-122.2057,Kirkland,Washington,King
33.3763,-86.8068,Hoover,Alabama,Jefferson
33.7523,-117.9938,Westminster,California,Orange
34.6175,-98.4202,Lawton,Oklahoma,Comanche
37.7074,-122.1599,San Leandro,California,Alameda
32.6087,-85.4903,Auburn,Alabama,Lee
41.1144,-73.4215,Norwalk,Connecticut,Fairfield
